P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P3(dBm),Fre3(MHz),W3(MHz),d3(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,2.87,23.5,1.48,71.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,4.31,35.3,1.477,62.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,0.0,0.0,1.477,
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,4.31,35.3,1.48,82.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,1.44,11.8,1.437,80.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,2.87,23.5,1.559,85.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,2.87,23.5,1.643,78.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,7.18,58.8,1.699,44.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,7.18,58.8,2.091,38.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,10.0,82.3,2.135,12.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,10.0,82.3,1.752,22.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,5.74,47.0,2.102,33.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,0.0,0.0,2.102,
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,1.44,11.8,2.049,93.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,1.44,11.8,1.946,83.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,2.87,23.5,1.738,85.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,0.0,0.0,1.738,
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,2.87,23.5,1.941,90.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,0.0,0.0,1.941,
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,1.44,11.8,2.095,92.0
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,0.0,0.0,2.095,
20,5220,80,0,20,5220,80,6,20,5220,80,12,20,5220,80,19.5,393.0,31.6,111.659,68.0
