P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P3(dBm),Fre3(MHz),W3(MHz),d3(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,2.199,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.949,5.6
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,2.304,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.83,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.301,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.009,5.6
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.368,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,21.5,176.0,1.248,6.2
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,3.735,5.6
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,3.202,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.753,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.213,5.6
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,2.553,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.342,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,21.5,176.0,1.314,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.734,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.744,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,20.1,165.0,2.862,18.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,2.481,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,21.5,176.0,1.935,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.73,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.513,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.495,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,21.5,176.0,1.152,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.699,0.0
