P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P3(dBm),Fre3(MHz),W3(MHz),d3(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,0.56,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,0.797,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,0.855,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.736,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,1.335,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.997,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,0.653,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,1.163,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.147,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.912,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.253,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.611,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,0.515,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.744,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.766,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.555,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.42,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.672,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.041,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.454,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.072,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.741,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.453,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.31,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.415,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.369,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,1.496,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.72,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.555,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.166,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.177,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.068,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.682,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,0.821,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.653,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,1.626,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.919,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,0.937,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,21.5,176.0,1.93,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.812,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.592,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.88,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,0.821,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.744,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.347,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.895,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.555,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.696,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.265,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.533,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,0.974,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,15,24.4,200.0,0.546,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,15,23.0,188.0,1.304,5.9
