P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,5,20,5220,80,15,15.8,129.0,1.088,35.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,1.025,24.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,0.979,29.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,1.148,32.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,0.895,41.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,20.1,165.0,0.506,22.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,0.543,47.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,8.61,70.6,0.484,54.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,7.18,58.8,0.713,76.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,5.74,47.0,0.697,75.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,0.487,40.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,0.905,35.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,7.18,58.8,1.028,71.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,0.608,33.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,8.61,70.6,0.514,62.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,0.809,32.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,17.2,141.0,1.596,33.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,4.31,35.3,2.05,25.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,15.8,129.0,1.744,61.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,1.647,58.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,1.32,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,17.2,141.0,1.509,29.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,2.235,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.216,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.869,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,0.689,38.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,0.75,28.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,1.236,44.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,8.61,70.6,1.029,65.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,2.87,23.5,1.156,67.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,5.74,47.0,1.077,85.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,8.61,70.6,0.863,68.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,4.31,35.3,1.306,77.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,1.361,60.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,0.938,50.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,0.94,50.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,10.0,82.3,1.715,61.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,1.423,44.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,17.2,141.0,1.121,29.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,15.8,129.0,0.9,39.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,1.199,17.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,1.129,60.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,15.8,129.0,0.785,39.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,0.0,0.0,0.785,
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,57.322,92.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,35.969,50.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,2.87,23.5,32.383,78.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,18.817,65.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,10.757,33.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,5.332,32.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,12.9,106.0,3.382,44.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,8.61,70.6,3.104,50.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,7.18,58.8,3.104,77.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,7.18,58.8,2.377,58.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,5.74,47.0,2.673,81.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,1.521,32.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,11.5,94.1,1.479,43.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,5.74,47.0,1.449,80.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.85,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.753,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.746,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.84,11.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.837,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.847,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.556,5.6
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.404,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,20.1,165.0,0.903,18.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.057,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,2.689,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,2.575,19.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.34,5.6
20,5220,80,0,20,5220,80,5,20,5220,80,15,21.5,176.0,2.165,6.2
20,5220,80,0,20,5220,80,5,20,5220,80,15,21.5,176.0,1.679,17.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.426,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.947,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.821,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,0.799,11.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,0.571,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,1.288,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.297,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,24.4,200.0,1.135,0.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,1.75,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,1.811,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,18.7,153.0,1.66,24.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,20.1,165.0,1.194,18.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,23.0,188.0,1.098,5.9
20,5220,80,0,20,5220,80,5,20,5220,80,15,7.18,58.8,1.089,67.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,15.8,129.0,1.514,42.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,20.1,165.0,1.444,12.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,17.2,141.0,1.299,33.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,21.5,176.0,1.566,6.2
20,5220,80,0,20,5220,80,5,20,5220,80,15,14.4,118.0,1.176,29.0
20,5220,80,0,20,5220,80,5,20,5220,80,15,3.32,139.0,16.471,30.0
