P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,30,10.0,82.3,1.394,12.0
20,5220,80,0,20,5220,80,30,10.0,82.3,2.712,22.0
20,5220,80,0,20,5220,80,30,8.61,70.6,2.159,25.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.626,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.844,12.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.759,0.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.441,25.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.254,0.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.168,40.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.312,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.397,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.414,11.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.556,25.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.884,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.41,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.627,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.681,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.645,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.266,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.725,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.305,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.638,11.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.902,25.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.318,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,2.125,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.879,10.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.898,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.683,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.747,12.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.828,30.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.403,25.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.459,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,2.103,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.758,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.228,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.282,12.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.902,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.757,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.422,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.238,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.372,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.308,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.102,10.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.164,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.125,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.953,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.806,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.786,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.153,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.145,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.418,22.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.322,25.0
20,5220,80,0,20,5220,80,30,12.9,106.0,0.96,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,0.827,12.0
20,5220,80,0,20,5220,80,30,12.9,106.0,0.825,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.675,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,0.705,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.2,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.038,20.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.944,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.605,22.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.756,0.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.226,0.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.241,25.0
20,5220,80,0,20,5220,80,30,12.9,106.0,0.929,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,0.836,12.0
20,5220,80,0,20,5220,80,30,8.61,70.6,0.888,33.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.559,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.079,11.0
20,5220,80,0,20,5220,80,30,7.18,58.8,1.599,38.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.202,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.047,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.972,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.569,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.191,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.207,12.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.537,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.486,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.236,11.0
20,5220,80,0,20,5220,80,30,4.31,35.3,1.359,62.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.77,33.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.696,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.438,0.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.686,22.0
20,5220,80,0,20,5220,80,30,7.18,58.8,1.502,38.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.452,22.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.765,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,2.01,0.0
20,5220,80,0,20,5220,80,30,8.61,70.6,2.344,33.0
20,5220,80,0,20,5220,80,30,8.61,70.6,1.797,25.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.963,0.0
20,5220,80,0,20,5220,80,30,7.18,58.8,1.958,29.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.791,20.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.515,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.744,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.35,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.029,20.0
20,5220,80,0,20,5220,80,30,10.0,82.3,0.911,12.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.643,11.0
20,5220,80,0,20,5220,80,30,11.5,94.1,0.813,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.271,11.0
20,5220,80,0,20,5220,80,30,10.0,82.3,1.301,12.0
20,5220,80,0,20,5220,80,30,12.9,106.0,1.618,0.0
20,5220,80,0,20,5220,80,30,11.5,94.1,1.417,0.0

