P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.569,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.554,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.618,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.737,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.987,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.68,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.65,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.471,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.514,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.893,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.691,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.624,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.531,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.592,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.444,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,7.18,58.8,0.331,38.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.269,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.298,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.317,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.268,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.281,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.511,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.526,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.409,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.502,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.293,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.186,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.211,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.142,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.378,0.0
