P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.136,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,8.61,70.6,1.126,33.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.455,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.07,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,8.61,70.6,0.995,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.083,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.066,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,8.61,70.6,1.066,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.18,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.856,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.176,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.628,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.498,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.87,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,2.514,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.943,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.527,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.567,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.911,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.717,20.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.4,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,2.13,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.852,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.492,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.297,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.99,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.775,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.956,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.705,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.593,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.686,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.658,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.724,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.543,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.275,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.998,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.939,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.558,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.575,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.698,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.679,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.643,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.411,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,7.18,58.8,0.418,29.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.784,10.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.546,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.53,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.472,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.388,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.404,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.459,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.931,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.951,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.725,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.54,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.545,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.513,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.425,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.54,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.411,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.417,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.45,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.322,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.452,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.344,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.374,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.35,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.241,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.402,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.42,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.595,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.462,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.645,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.807,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.537,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.784,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.609,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.534,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.577,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.454,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.075,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.845,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.707,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.673,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.492,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.686,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.13,10.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,1.027,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.776,0.0
